Location,Price,Commission,TVA,Rooms,Size,Floor,Composition
Marasti,133000,,False,2,52.0, 1/5, Semidec
Buna Ziua,235000,,False,3,82.0, Parter/7, Dec
Gheorgheni,210000,Comision 0%,False,2,55.0, Parter/6, Semidec
Aurel Vlaicu,125000,,False,2,50.0, 1/8, Dec
Central,650000,Comision 0%,False,5,152.0, Parter, Dec
Central,170000,Comision 0%,False,3,81.0, 1/1, Semidec
Buna Ziua,590000,Comision 0%,False,4,200.0, 3/3, Dec
Manastur,85000,,False,2,44.0, 1/4, Semidec
Manastur,160000,Comision 0%,False,3,79.0, Parter, Dec
Gheorgheni,89000,,False,1,28.0, 3/10, Dec
Grigorescu,124900,,False,2,46.0, 3/4, Semidec
Plopilor,186000,,False,3,69.0, 1/6, Dec
Gheorgheni,185000,Comision 0%,False,3,61.0, 1, Dec
Andrei Muresanu,138000,,False,2,52.0, Parter/4, Dec
Gara,158000,,False,3,64.0, 4/5, Semidec
Iris,165000,,False,3,63.0, 6/8, Dec
Intre Lacuri,295000,,True,2,71.0, 6/10, Semidec
Manastur,81980,,False,1,32.0, 1/10, Semidec
Marasti,264990,,False,3,75.0, 4/6, Dec
Borhanci,245000,,False,3,70.0, 2/2, Dec
Buna Ziua,275000,,False,4,96.0, Parter/3, Semidec
Buna Ziua,159000,,False,2,53.0, 6/9, Semidec
Buna Ziua,235000,Comision 0%,False,3,77.0, 1/3, Semidec
Manastur,155000,Comision 0%,False,3,65.0, 4/4, Dec
Manastur,185000,,False,3,75.0, 1/3, Semidec
Marasti,270000,,False,4,100.0, 6/7, Dec
Andrei Muresanu,170000,Comision 0%,False,2,63.23, 4/4, Semidec
Gheorgheni,93255,Comision 0%,True,1,37.39, 5/7, Dec
Marasti,152000,,False,2,50.4, 6/8, Semidec
Gheorgheni,150000,,False,2,45.0, 3/4, Semidec
Manastur,234900,,False,4,105.0, Parter/10, Dec
Borhanci,225000,,False,3,80.0, 2/3, Dec
Europa,178000,,False,2,58.0, Parter/8, Dec
Gheorgheni,129500,,False,2,55.0, Parter/4, Semidec
Buna Ziua,155000,,False,2,55.0, 1/6, Semidec
Manastur,158000,,False,4,76.0, 8/8, Dec
Sopor,173000,,False,2,54.0, 3/7, Semidec
Borhanci,173000,,False,3,61.0, 1/4, Dec
Intre Lacuri,124990,,False,2,50.0, 4/4, Dec
Plopilor,175000,,False,3,65.0, 3/4, Dec
Intre Lacuri,169900,,False,3,68.0, 9/9, Dec
Iris,95000,Comision 0%,False,1,36.1, 10/11, Dec
Marasti,245000,,False,3,95.0, 1/4, Semidec
Iris,154990,,False,3,63.0, 1/3, Dec
Semicentral,99000,,False,2,45.0, 2/4, Semidec
Intre Lacuri,139000,,False,3,64.5, 4/4, Dec
Buna Ziua,185000,,False,2,56.0, 1/3, Semidec
Europa,142000,,False,2,55.8, 1/3, Semidec
Gruia,107890,,False,3,66.0, Parter/3, Dec
Buna Ziua,212000,,False,3,86.0, 2/6, Semidec
Marasti,149000,,False,2,54.0, Parter/4, Dec
Manastur,89000,,False,2,38.0, 4/4, Dec
Andrei Muresanu,169990,,False,2,50.0, 3/4, Semidec
Grigorescu,116000,,False,2,46.0, Parter/4, Semidec
Central,480000,Comision 0%,False,3,100.0, 3/3, Semidec
Central,88000,Comision 0%,False,1,32.42, Parter/2, Dec
Central,67000,,False,1,40.0, Demisol/3, Dec
Gheorgheni,104000,,False,1,41.0, 4/7, Dec
Buna Ziua,214000,,False,4,96.0, Parter/2, Semidec
Marasti,152000,,False,2,54.0, 3/10, Semidec
Marasti,135000,,False,2,46.0, 9/10, Dec
Manastur,180000,,False,3,84.0, 4/4, Semidec
Central,215000,,False,3,59.0, 5/5, Semidec
Grigorescu,168000,,False,3,67.0, 4/4, Dec
Grigorescu,128000,,False,2,45.0, 4/4, Dec
Marasti,132000,,False,2,55.0, Parter/4, Semidec
Gheorgheni,129000,,False,2,47.0, 7/10, Semidec
Iris,129999,Comision 0%,True,2,55.35, 1/4, Semidec
Andrei Muresanu,170000,,False,2,64.0, 4/4, Semidec
Semicentral,185000,,False,2,58.0, 5/6, Semidec
Zorilor,175000,,False,4,76.0, 3/4, Dec
Zorilor,165000,,False,3,68.0, Parter/4, Dec
Iris,129999,Comision 0%,True,2,55.49, 1/4, Semidec
Plopilor,175000,,False,3,63.0, 3/4, Dec
Gara,153000,,False,3,64.0, 4/5, Semidec
Central,97000,,False,2,37.0, Parter, Semidec
Zorilor,139000,,False,3,66.0, 4/4, Dec
Gheorgheni,153000,,False,2,47.0, 9/11, Dec
Dambul Rotund,130000,,False,2,48.0, 6/6, Semidec
Buna Ziua,165000,,False,2,66.0, 4/6, Semidec
Manastur,210000,,False,3,86.0, 1/4, Dec
Sopor,220000,Comision 0%,False,3,66.43, 5, Semidec
Gheorgheni,120000,,False,2,52.0, Parter/4, Semidec
Manastur,157000,,False,4,76.0, 8/8, Dec
Gheorgheni,129000,,False,2,43.0, 8/10, Semidec
Gheorgheni,127000,,False,2,55.0, Parter/4, Semidec
Manastur,175000,,False,3,75.0, 5/8, Dec
Marasti,126000,,False,1,48.0, 5/10, Dec
Iris,160000,,False,3,64.0, 6/10, Semidec
Grigorescu,170000,,False,4,80.0, 4/4, Semidec
Zorilor,154900,,False,2,50.0, Parter/3, Dec
Marasti,155000,,False,2,55.0, 3/10, Semidec
Marasti,160000,,False,3,65.0, Parter/4, Dec
Sopor,170000,Comision 0%,False,2,56.47, 6, Semidec
Borhanci,154000,,False,2,57.7, 4/4, Semidec
Semicentral,195000,,False,3,86.0, 5/5, Semidec
Borhanci,192500,Comision 0%,True,3,79.0, 3/3, Semidec
Dambul Rotund,116500,,False,2,50.0, Parter/2, Dec
Manastur,140000,,False,3,64.0, 4/4, Semidec
Manastur,175000,,False,3,63.5, 6/9, Dec
Manastur,134000,,False,3,64.0, 4/4, Semidec
Buna Ziua,147000,,False,2,52.0, 1/6, Semidec
Central,320000,,True,4,117.0, 3/6, Semidec
Manastur,150000,,False,3,65.0, 4/4, Dec
Grigorescu,135000,,False,3,50.0, 9/10, Dec
Intre Lacuri,127000,,False,2,51.0, 4/8, Dec
Marasti,180000,,False,4,90.0, Parter/4, Dec
Borhanci,137000,,False,2,56.0, Parter/2, Semidec
Manastur,140000,,False,3,62.0, 5/8, Dec
Gheorgheni,107000,,False,2,45.0, 2/10, Semidec
Manastur,135000,,False,3,62.0, 5/8, Dec
Marasti,126500,,False,2,49.1, 8/9, Semidec
Gheorgheni,128000,,False,2,48.0, Parter/4, Dec
Central,340000,Comision 0%,False,3,154.0, 2/3, Dec
Grigorescu,225000,,False,4,80.0, 2/4, Dec
Dambul Rotund,140000,,False,3,59.0, 5/6, Dec
Grigorescu,156000,,False,3,60.0, 9/10, Semidec
Marasti,180000,,False,4,80.0, 2/4, Dec
Marasti,149000,,False,3,71.0, Parter/4, Dec
Dambul Rotund,116000,,False,3,50.0, Parter/3, Semidec
Plopilor,200000,,False,3,90.0, 4/4, Dec
Manastur,96000,,False,2,35.0, 4/4, Semidec
Marasti,262000,,False,3,75.0, 4, Dec
Manastur,145000,,False,3,54.0, 1/4, Semidec
Dambul Rotund,73500,Comision 0%,True,2,48.82, 3/3, Semidec
Dambul Rotund,125000,,False,2,57.0, 4/6, Semidec
Grigorescu,145000,Comision 0%,False,3,48.0, 9/10, Semidec
Gruia,118000,,False,2,38.0, 4/4, Dec
Sopor,173000,,False,2,54.0, 3/10, Semidec
Marasti,121500,,False,2,49.0, 8/9, Semidec
Intre Lacuri,152000,,False,3,67.0, 2/6, Dec
Grigorescu,235000,,False,4,100.0, 3/4, Dec
Gruia,145000,,False,3,72.0, 4/4, Dec
Zorilor,135000,,False,3,54.5, 10/14, Semidec
Dambul Rotund,110000,,False,2,52.0, 1/6, Dec
Manastur,113000,,False,2,43.0, Parter/4, Dec
Zorilor,106000,,False,1,36.0, 1/5, Dec
Marasti,215000,,False,3,67.0, 2/10, Semidec
Zorilor,179000,,False,4,88.0, 5/5, Dec
Marasti,189000,,False,3,68.5, 3/4, Dec
Manastur,127000,,False,2,52.0, 3/4, Semidec
Iris,164900,,False,2,54.0, 2/10, Semidec
Ultracentral,180000,,False,3,65.0, 1/1, Semidec
Manastur,140000,,False,3,67.0, Parter/4, Dec
Central,149000,,False,2,49.21, Parter/1, Semidec
Gheorgheni,173000,,False,2,60.0, 3/10, Dec
Central,188000,,False,2,81.0, Parter/3, Semidec
Manastur,150000,,False,2,55.0, 1/8, Dec
Central,185000,,False,2,58.0, 5/6, Semidec
Buna Ziua,157000,,False,2,56.0, 1/3, Semidec
Zorilor,120000,,False,2,52.0, Parter/4, Dec
Intre Lacuri,199000,,False,4,78.0, 1/8, Dec
Marasti,130000,,False,3,65.0, 4/4, Dec
Marasti,235000,,False,4,90.0, 2/8, Dec
Marasti,173000,,False,4,85.0, 3/4, Dec
Gheorgheni,159000,,False,3,60.0, 2/4, Semidec
Zorilor,138000,,False,3,65.0, 4/4, Dec
Manastur,106000,,False,4,54.0, 4/4, Semidec
Manastur,120000,,False,2,51.0, 3/10, Dec
Manastur,127990,Comision 0%,False,3,68.0, 4/4, Semidec
Manastur,149000,,False,3,64.0, 1/4, Dec
Gheorgheni,135000,,False,2,45.0, 2, Semidec
Manastur,125000,,False,3,68.0, Parter/4, Dec
Marasti,191000,Comision 0%,False,3,76.0, 4/8, Dec
Manastur,179000,,False,4,78.0, 2/4, Dec
Buna Ziua,155000,,False,2,52.0, 1/6, Dec
Marasti,174000,,False,3,76.0, 6/7, Dec
Manastur,147500,,False,3,67.0, 1/4, Dec
Grigorescu,234000,,False,3,78.0, 2/2, Dec
Grigorescu,120000,,False,2,52.0, Parter/4, Dec
Gheorgheni,154000,,False,3,58.0, 2/4, Dec
Marasti,59000,,False,1,24.0, 4/4, Dec
Grigorescu,101000,,False,3,56.0, Parter/4, Semidec
Borhanci,143500,,False,3,58.9, 1/3, Semidec
Marasti,135000,,False,3,66.0, 1/8, Dec
Marasti,77000,,False,1,30.0, Parter/1, Semidec
Marasti,135000,,False,3,66.0, 1/8, Dec
Manastur,89000,,False,2,40.0, 4/4, Semidec
Manastur,88900,,False,2,39.0, 4/4, Semidec
Manastur,76000,,False,1,28.0, Parter/10, Semidec
Gheorgheni,134000,,False,2,40.5, 2/10, Dec
Europa,150000,,False,2,55.0, 2/2, Semidec
Zorilor,104179,,True,1,41.0, 1/4, Semidec
Manastur,74000,,False,1,28.0, Parter/10, Dec
Zorilor,160000,,False,2,48.0, 1/15, Semidec
Gheorgheni,147500,,False,2,47.0, 1/6, Semidec
Grigorescu,108000,,False,2,45.0, 8/9, Nedec
Zorilor,140000,,False,2,43.84, 3/15, Semidec
Iris,139999,,False,3,66.0, 4/4, Dec
Sopor,128000,,False,1,38.0, 2/7, Semidec
Grigorescu,115000,,False,2,48.0, 4/4, Semidec
Manastur,86000,,False,1,40.0, Mansarda/5, Semidec
Marasti,49900,,False,1,21.0, 4/4, Semidec
Buna Ziua,224000,,False,3,73.0, 1/3, Dec
Ultracentral,224210,Comision 0%,True,3,74.0, 3/3, Semidec
Gheorgheni,94000,,False,1,38.0, 6/6, Semidec
Manastur,76000,Comision 0%,False,1,30.0, 4/4, Semidec
Central,240000,,False,1,67.0, 1/2, Semidec
Central,230000,,False,3,87.0, 1/4, Semidec
Manastur,79900,,False,2,40.0, 10/10, Dec
Grigorescu,118000,,False,2,46.0, Parter/4, Semidec
Manastur,82500,,False,1,32.0, 1/10, Dec
Central,80000,,False,1,26.0, Parter/2, Dec
Sopor,140000,,False,2,51.0, 1/8, Semidec
Grigorescu,115000,,False,2,44.0, 4/4, Semidec
Central,138600,,True,2,54.0, 2/7, Semidec
Gheorgheni,91800,Comision 0%,True,1,37.75, 1/7, Dec
Marasti,220000,,False,3,65.38, 1/4, Semidec
Gheorgheni,72900,,False,1,23.0, 2/4, Semidec
Marasti,49900,,False,1,21.0, 4/4, Dec
Grigorescu,109900,,False,2,48.0, 4/4, Semidec
Gheorgheni,108000,,False,2,44.0, Parter/10, Semidec
Zorilor,195000,,False,3,80.0, 4/6, Dec
Manastur,63000,,False,1,23.15, Parter/4, Semidec
Manastur,105000,,False,2,40.0, Parter/4, Dec
Buna Ziua,115000,,False,2,46.0, Parter/2, Semidec
Marasti,130000,,False,2,40.0, 5/7, Semidec
Buna Ziua,77000,,False,1,46.0, Demisol/4, Semidec
Semicentral,133000,,False,1,39.0, 10/20, Semidec
Calea Turzii,115000,,False,2,46.0, Parter/2, Semidec
Buna Ziua,115000,,False,2,46.0, Parter/2, Semidec
Central,269900,,False,4,90.5, 5/18, Semidec
Semicentral,170000,,False,2,60.0, 12/23, Semidec
Manastur,88000,,False,2,42.0, 9/10, Dec
Andrei Muresanu,179999,,False,2,53.0, 3/4, Dec
Marasti,146500,,False,3,65.0, Parter/4, Dec
Marasti,152000,,False,2,51.0, 6/6, Semidec
Central,455000,,False,3,100.0, 3/3, Dec
Iris,110000,,False,2,41.0, Parter/4, Semidec
Andrei Muresanu,184600,,True,3,71.0, 1/4, Semidec
Manastur,179000,,False,3,64.0, 2/2, Semidec
Marasti,158783,,False,2,52.0, 3/4, Semidec
Iris,114810,,False,2,43.0, Parter/4, Semidec
Marasti,158783,,False,2,52.0, 2/4, Semidec
Gheorgheni,199999,,False,4,70.0, 3/5, Dec
Manastur,95000,,False,1,37.0, Parter/8, Semidec
Buna Ziua,185000,,False,2,57.0, 2/5, Semidec
Marasti,135000,,False,2,46.0, 9/10, Dec
Central,150000,,False,2,64.0, 3/10, Dec
Buna Ziua,168900,,False,2,52.0, Parter/5, Semidec
Buna Ziua,235000,,False,3,82.0, Parter/8, Dec
Marasti,127500,,True,2,56.84, 2/9, Semidec
Marasti,150000,,False,2,64.0, 3/10, Dec
Marasti,150000,,False,2,64.0, 3/7, Dec
Zorilor,189500,,False,2,55.0, 7/10, Semidec
Central,189500,,False,3,56.0, Parter/1, Semidec
Andrei Muresanu,189000,,False,2,54.0, 7/7, Semidec
Gheorgheni,125000,,False,2,44.0, 7/10, Semidec
Grigorescu,95000,,False,2,44.2, 4/4, Semidec
Buna Ziua,136000,,False,1,42.0, 3/3, Semidec
Central,74000,,False,1,28.0, Parter/1, Semidec
Iris,110000,,False,4,74.0, 3/3, Semidec
Central,205000,Comision 0%,False,3,69.0, 1/4, Semidec
Manastur,190000,,False,3,84.0, Parter/4, Dec
Gheorgheni,235000,,False,3,74.0, 2/10, Dec
Manastur,74000,,False,1,35.0, 4/4, Dec
Marasti,187000,,False,2,59.0, 5/11, Dec
Marasti,144000,,False,2,48.38, 3/4, Semidec
Grigorescu,132000,,False,2,50.0, 4/10, Dec
Grigorescu,95000,Comision 0%,False,2,44.2, 4/4, Semidec
Marasti,167008,,False,2,52.0, 3/4, Semidec
Buna Ziua,95000,,False,3,62.0, Mansarda/4, Semidec
Zorilor,89900,,False,1,30.0, Parter/1, Dec
Andrei Muresanu,132300,,False,1,38.0, Parter/3, Semidec
Central,200000,,False,3,63.0, 1/4, Dec
Grigorescu,170000,,False,3,67.0, 4/4, Dec
Gheorgheni,120000,,False,2,40.0, 11/11, Semidec
Hasdeu,215000,,False,3,64.0, 4/4, Dec
Manastur,96000,,False,3,47.0, 4/4, Semidec
Gruia,199000,,False,2,52.0, Parter/2, Dec
Sopor,94000,,True,1,38.23, 6/7, Semidec
Ultracentral,171900,,False,2,42.0, 1/3, Dec
Gheorgheni,118000,,False,2,50.0, Parter/4, Semidec
Marasti,56000,,False,1,22.0, 4/4, Dec
Zorilor,100000,,False,1,38.0, 3/8, Dec
Marasti,60000,,False,1,24.0, 4/4, Semidec
Gheorgheni,100000,,False,2,44.0, 4/10, Semidec
Manastur,195000,,False,3,70.0, 4/10, Semidec
Intre Lacuri,169000,,False,2,54.0, 6/7, Semidec
Gheorgheni,89000,,False,1,28.0, 3/10, Dec
Iris,97710,,False,2,65.14, Parter/2, Semidec
Central,199000,,True,3,65.0, 1/5, Semidec
Gheorgheni,159000,,False,2,55.0, Parter/10, Semidec
Central,194000,,False,2,52.0, 2/5, Semidec
Marasti,130000,,False,2,47.0, 8/10, Semidec
Iris,190000,,False,3,107.0, 1/2, Dec
Central,472000,,False,4,118.4, 1/2, Dec
Gheorgheni,104900,,False,2,44.0, Parter/10, Semidec
Europa,220000,,False,3,72.0, 1/3, Semidec
Andrei Muresanu,132900,,False,1,38.0, Parter/3, Dec
Gruia,360000,,False,3,126.0, Parter/1, Dec
Semicentral,199000,,False,3,70.5, 1/6, Semidec
Marasti,171244,,False,2,55.0, 4/4, Dec
Intre Lacuri,80900,,False,2,37.0, Demisol/4, Semidec
Manastur,150000,,False,2,51.0, 10/25, Semidec
Gheorgheni,170000,,True,3,67.0, 6/10, Semidec
Zorilor,175000,,False,4,76.0, 3/4, Dec
Zorilor,189900,,False,2,57.0, 7/14, Semidec
Central,209000,,False,2,64.0, 2/4, Semidec
Zorilor,165000,,False,3,65.0, Parter/4, Dec
Gheorgheni,105000,,False,1,22.0, Parter/6, Dec
Marasti,129500,,False,2,55.0, Parter/4, Semidec
Borhanci,139000,,False,2,52.2, 1/3, Semidec
Intre Lacuri,175000,,False,3,74.0, Parter/4, Dec
Borhanci,155000,,False,2,58.0, 4/4, Semidec
Europa,220000,,False,3,72.0, 1/3, Semidec
Central,100000,,False,1,30.0, 1/2, Dec
Semicentral,185000,,False,3,74.0, 6/6, Semidec
Zorilor,145000,,False,2,50.0, 4/4, Dec
Central,200000,,False,3,56.0, 3/6, Dec
Central,117000,,False,1,38.0, 3/3, Dec
Calea Turzii,99000,,False,1,39.0, 3/9, Dec
Gheorgheni,125000,,False,2,50.0, Parter/4, Semidec
Grigorescu,239900,,True,4,125.91, 7/11, Semidec
Andrei Muresanu,169000,,False,2,63.23, 4/4, Semidec
Buna Ziua,250000,,False,3,82.0, 5/5, Dec
Grigorescu,159900,,False,2,60.0, Parter/4, Dec
Central,200000,,False,2,52.0, 1/8, Semidec
Grigorescu,256992,,False,3,80.31, 3/4, Semidec
Semicentral,112500,,False,1,40.0, 1/5, Semidec
Andrei Muresanu,161968,,True,2,61.12, 2/4, Dec
Central,115000,Comision 0%,False,2,42.0, Parter/10, Dec
Grigorescu,274336,,False,3,85.73, 2/4, Semidec
Buna Ziua,201000,,False,3,87.52, 1/6, Dec
Iris,136400,Comision 0%,False,3,88.0, 1/2, Dec
Marasti,180000,,False,2,65.0, 5/8, Dec
Semicentral,183000,,False,2,54.0, 20/22, Semidec
Zorilor,95500,Comision 0%,False,2,43.0, Mansarda/4, Semidec
Grigorescu,132000,,False,2,50.0, 4/10, Dec
Grigorescu,132000,,False,2,50.0, 4/10, Dec
Grigorescu,257504,,False,3,80.44, 2/4, Semidec
Buna Ziua,255000,,False,3,111.0, Parter/3, Dec
Marasti,173759,,False,2,56.0, 3/4, Dec
Gheorgheni,149990,,False,2,45.0, 3/4, Semidec
Manastur,107000,,False,1,33.0, 10/10, Semidec
Zorilor,139900,,False,3,66.0, 4/4, Dec
Europa,220000,,False,3,72.0, 1/3, Semidec
Buna Ziua,203500,,False,3,74.0, 1/3, Semidec
Gheorgheni,155000,,False,2,50.0, 6/10, Semidec
Grigorescu,130000,,False,2,46.0, 3/4, Dec
Buna Ziua,235000,,False,3,82.0, 1/4, Semidec
Borhanci,156600,,False,2,58.0, Parter/4, Semidec
Zorilor,139000,,False,3,66.0, 4/4, Dec
Manastur,185000,,False,3,65.0, 4/10, Dec
Zorilor,165000,,False,3,63.0, Parter/4, Dec
Gheorgheni,295000,,False,3,113.7, 1/8, Semidec
Marasti,62000,,False,1,24.0, 4/4, Semidec
Borhanci,173000,,False,3,61.0, 1/4, Semidec
Central,205000,,False,2,63.0, 2/4, Semidec
Gheorgheni,185000,,False,2,64.0, 1/9, Dec
Andrei Muresanu,132900,,False,2,38.0, Parter/4, Semidec
Gara,186375,,False,3,75.0, 6/6, Semidec
Marasti,51000,,False,1,18.0, Parter/4, Semidec
Borhanci,227310,,False,3,97.59, 3/3, Semidec
Sopor,215000,,False,3,66.43, 3/6, Semidec
Zorilor,235000,,False,3,100.0, Parter/3, Dec
Gheorgheni,180000,,False,3,62.0, 3/4, Dec
Zorilor,145000,,False,2,50.0, 4/4, Dec
Semicentral,129900,,False,2,55.0, 2/6, Semidec
Borhanci,125000,,False,2,39.0, 1/3, Semidec
Zorilor,155000,,False,2,47.0, Parter/3, Semidec
Semicentral,159400,Comision 0%,True,2,55.39, 6/6, Semidec
Zorilor,165000,,False,3,65.0, Parter/4, Dec
Semicentral,184900,,False,2,57.0, 4/6, Dec
Gheorgheni,155000,,False,2,47.0, 9/11, Dec
Grigorescu,111980,,False,2,45.0, 4/4, Semidec
Marasti,120770,,False,1,37.0, 3/4, Semidec
Gheorgheni,137500,,False,2,46.0, 6/10, Semidec
Manastur,98999,,False,2,54.0, Parter/8, Dec
Marasti,55000,,False,1,21.0, Parter/4, Semidec
Grigorescu,160000,,False,3,69.0, Parter/10, Semidec
Central,190000,,False,4,70.0, Parter/1, Semidec
Central,266000,,True,3,82.0, 6/7, Semidec
Marasti,235000,,False,4,119.0, 1/1, Semidec
Central,234990,,False,3,74.0, 2/8, Dec
Zorilor,185000,,False,3,75.0, 2/4, Semidec
Gruia,34900,,False,1,12.0, 1/4, Dec
Gruia,49000,,False,1,16.0, Parter/3, Dec
Gheorgheni,187000,,False,2,56.0, 7/10, Semidec
Central,155000,Comision 0%,False,2,45.0, Parter/3, Semidec
Dambul Rotund,119000,,False,3,50.0, Parter/3, Semidec
Grigorescu,99000,Comision 0%,False,2,45.0, 4/4, Semidec
Marasti,225000,,False,3,71.0, 4/4, Semidec
Central,208000,,False,3,63.0, 1/4, Semidec
Marasti,285000,,False,3,121.71, 2/8, Semidec
Dambul Rotund,125000,,False,2,57.0, 4/6, Semidec
Calea Turzii,97000,,False,1,36.0, 7/8, Semidec
Semicentral,165000,,False,2,50.0, 5/6, Semidec
Manastur,153550,,False,3,66.0, 4/4, Dec
Zorilor,175000,,False,4,76.33, 3/4, Dec
Gheorgheni,150000,,False,2,54.0, 8/10, Dec
Semicentral,181500,Comision 0%,True,3,72.58, 5/6, Semidec
Central,215000,,False,2,74.0, 1/1, Semidec
Gara,89400,,False,2,44.7, 4/8, Semidec
Borhanci,140000,,False,2,56.0, 1/4, Semidec
Gheorgheni,155000,,False,2,50.0, 3/10, Semidec
Plopilor,175000,,False,3,64.0, 3/4, Dec
Dambul Rotund,122000,,False,2,44.0, Parter/6, Semidec
Andrei Muresanu,245000,,False,3,89.0, Parter/2, Semidec
Borhanci,185000,,False,3,63.0, 3/4, Semidec
Borhanci,205000,,False,2,54.0, Parter/2, Semidec
Manastur,155000,,False,3,65.0, 4/4, Dec
Manastur,123500,,False,2,61.0, 4/4, Dec
Gheorgheni,154900,,False,2,47.0, 9/11, Dec
Marasti,155000,,False,2,55.0, 2/10, Semidec
Iris,95500,,False,1,38.0, Parter/5, Dec
Iris,278000,,False,3,122.0, 2/8, Semidec
Gheorgheni,107500,Comision 0%,True,1,37.4, 2/7, Dec
Marasti,270000,,False,4,95.0, 6/7, Semidec
Buna Ziua,155000,,False,2,52.0, 1/7, Semidec
Marasti,240000,,False,3,70.0, 3/3, Semidec
Zorilor,225000,,False,3,78.0, 3/12, Semidec
Intre Lacuri,169000,Comision 0%,False,2,54.0, 10/10, Semidec
Gheorgheni,165000,,False,3,63.0, 2/4, Semidec
Dambul Rotund,137500,,False,2,54.49, 4/6, Semidec
Central,235000,,False,2,46.0, 1/3, Dec
Semicentral,137600,,False,2,53.0, Parter/6, Semidec
Zorilor,210000,,False,4,93.0, 8/8, Dec
Buna Ziua,256000,,False,3,77.0, 1/10, Dec
Europa,204000,,False,2,69.0, 3/4, Semidec
Marasti,179800,,False,2,64.0, Parter/4, Semidec
Plopilor,349000,,False,4,135.0, 1/10, Semidec
Manastur,158000,,False,4,76.0, 8/8, Dec
Central,209000,,False,3,57.0, 5/5, Semidec
Intre Lacuri,169000,,False,2,54.0, 6/7, Dec
Central,230000,,False,3,80.0, 3/6, Dec
Manastur,259000,,False,4,80.0, 8/9, Dec
Semicentral,145000,Comision 0%,True,2,54.31, 5/6, Semidec
Manastur,154900,,False,3,67.0, 3, Dec
Gheorgheni,180000,,False,2,52.5, 4/10, Semidec
Gheorgheni,210000,,False,4,70.0, 3/4, Dec
Intre Lacuri,164275,Comision 0%,True,3,73.5, 1/6, Semidec
Gara,98600,,False,2,49.3, 4/8, Semidec
Gheorgheni,165000,,False,3,60.0, 2/4, Semidec
Central,96900,,False,1,30.0, 2/2, Dec
Sopor,185000,,False,3,74.0, 1/8, Semidec
Gheorgheni,159000,,False,3,63.0, 2/4, Semidec
Marasti,53000,,False,1,22.0, 4/4, Semidec
Gruia,90000,,False,2,40.0, 3/3, Semidec
Dambul Rotund,95000,,False,2,48.0, 4/5, Dec
Iris,134000,,False,2,49.0, 1/2, Dec
Gheorgheni,165000,,False,3,63.0, 3/4, Semidec
Grigorescu,550000,,False,4,180.0, Parter/1, Semidec
P-ta Mihai Viteazul,310000,,False,3,90.0, 1/3, Semidec
Marasti,189000,,False,3,66.0, 9/9, Semidec
Iris,77900,,False,1,22.0, 4/4, Semidec
Manastur,120000,,False,2,47.0, Parter/8, Dec
Buna Ziua,425000,,False,4,115.0, 2/2, Semidec
Central,565000,,False,4,125.0, 1/2, Semidec
Manastur,155000,,False,2,65.0, 4/4, Dec
Central,569000,,False,5,162.0, Parter/1, Semidec
Manastur,124000,,False,2,44.56, Parter/3, Semidec
Iris,150000,,False,2,54.0, 1/4, Semidec
Buna Ziua,219000,,False,3,86.0, 2/5, Semidec
Manastur,151000,,False,3,84.0, Parter/4, Dec
Europa,205000,,False,2,68.0, 3/3, Semidec
Gruia,330000,,False,3,75.0, 1/2, Semidec
Gheorgheni,105500,,False,1,42.0, 4/7, Dec
Plopilor,174900,,False,3,67.0, Parter/4, Dec
Iris,165000,,False,3,63.0, 6/9, Semidec
Marasti,170000,Comision 0%,False,3,65.0, 4/4, Dec
Buna Ziua,148000,,False,2,51.6, 1/8, Semidec
Gara,143500,,False,2,61.0, 2/6, Semidec
Buna Ziua,390000,,False,3,113.0, 5/7, Dec
Central,95000,,False,2,46.0, 4/4, Semidec
Gheorgheni,89500,,False,1,32.0, Parter, Dec
Grigorescu,200000,,False,2,64.0, 1/3, Semidec
Semicentral,135400,,False,2,60.0, 3/6, Semidec
Sopor,199000,,False,3,66.43, 3/7, Semidec
Grigorescu,134980,,False,2,49.0, 4/10, Dec
Buna Ziua,390000,,False,4,127.0, 1/2, Dec
Manastur,125000,,False,2,56.0, Parter/2, Dec
Europa,480000,,False,4,99.44, 3/3, Semidec
Manastur,150000,,False,2,46.6, 6/25, Semidec
Manastur,104999,,False,2,42.0, 10/10, Semidec
Gheorgheni,134900,,False,2,43.0, 8/10, Semidec
Gruia,115000,,False,1,44.0, 2/4, Semidec
Plopilor,173000,,False,2,58.0, 2/5, Semidec
Iris,128900,,False,2,38.0, Parter/8, Semidec
Buna Ziua,138000,,False,3,73.0, 4/4, Semidec
Horea,165000,,False,2,83.29, 2/3, Semidec
Buna Ziua,184500,,False,2,55.0, 2/5, Semidec
Central,200000,,False,2,74.36, 1/1, Semidec
Zorilor,198000,,False,2,57.0, 12/18, Semidec
Sopor,365000,,False,4,112.0, 6/7, Semidec
Marasti,94000,,False,1,38.0, Parter/4, Dec
Marasti,159999,,False,3,65.0, 5/5, Semidec
Zorilor,245000,,False,4,82.0, 3/4, Dec
Manastur,103999,,False,3,47.0, 4/4, Semidec
Borhanci,173000,,False,3,57.0, 1/4, Semidec
Grigorescu,137500,,False,3,65.0, Parter/4, Dec
Dambul Rotund,123000,,False,2,44.0, 2/5, Semidec
Central,115000,,False,2,45.0, 2/4, Semidec
Iris,159000,,False,3,63.0, 8/9, Semidec
